Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Asir;Al Madda;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Mecca;Khulais;0
Daily;Cases;2020-03-24;;Medina;Yanbu;0
Daily;Cases;2020-03-24;;Qassim;Buraydah;0
Daily;Cases;2020-03-24;;Qassim;Ar Rass;0
Daily;Cases;2020-03-24;;Al Bahah;Al Bahah;12
Daily;Cases;2020-03-24;;Al Jouf;Sakakah;0
Daily;Cases;2020-03-24;;Medina;Al Ula;0
Daily;Cases;2020-03-24;;Qassim;Al Mithnab;0
Daily;Cases;2020-03-24;;Medina;Medina;1
Daily;Cases;2020-03-24;;Jazan;Samtah;0
Daily;Cases;2020-03-24;;Mecca;Hadda;0
Daily;Cases;2020-03-24;;Riyadh;Al Duwadimi;0
Daily;Cases;2020-03-24;;Asir;Bisha;8
Daily;Cases;2020-03-24;;Mecca;Al Qunfudhah;0
Daily;Cases;2020-03-24;;Al Bahah;Al Aqiq;0
Daily;Cases;2020-03-24;;Al Bahah;Baljurashi;0
Daily;Cases;2020-03-24;;Tabuk;Qurayyat;0
Daily;Cases;2020-03-24;;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-24;;Mecca;Bani Malek;0
Daily;Cases;2020-03-24;;Eastern Region;Khafji;0
Daily;Cases;2020-03-24;;Tabuk;Duba;0
Daily;Cases;2020-03-24;;Mecca;Khulais;0
Daily;Cases;2020-03-24;;Mecca;Al Muwayh;0
Daily;Cases;2020-03-25;;Eastern Region;Hufof;0
Daily;Cases;2020-03-25;;Mecca;Turbah;0
Daily;Cases;2020-03-25;;Qassim;Buraydah;0
Daily;Cases;2020-03-25;;Riyadh;Sajer;0
Daily;Cases;2020-03-25;;Asir;Abha;2
Daily;Cases;2020-03-25;;Hail;Al Shamly;0
Daily;Cases;2020-03-25;;Medina;Medina;6
Daily;Cases;2020-03-25;;Mecca;Hadda;0
Daily;Cases;2020-03-25;;Eastern Region;Al Jafr;0
Daily;Cases;2020-03-25;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-25;;Qassim;Al Hanakia;0
Daily;Cases;2020-03-25;;Tabuk;Tabuk;0
Daily;Cases;2020-03-25;;Mecca;Alqarei;0
Daily;Cases;2020-03-25;;Al Bahah;Al Aqiq;0
Daily;Cases;2020-03-25;;Medina;Al Ais;0
Daily;Cases;2020-03-25;;Jazan;Jazan;0
Daily;Cases;2020-03-25;;Mecca;Al Khurma;0
Daily;Cases;2020-03-25;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-03-25;;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-25;;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-25;;Mecca;Al Lith;0
Daily;Cases;2020-03-25;;Asir;Al Madda;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Najran;Sharorah;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Al Bahah;Al Makhwa;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Riyadh;Riyadh;34
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Dammam;6
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Qassim;Al Mithnab;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Taif;18
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Alqarei;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Saihat;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Al Khurma;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Al Bahah;Al Mandaq;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Ras Tanura;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Asir;Al Madda;0
Daily;Cases;2020-03-27;;Asir;Sabt Al Alayah;0
Daily;Cases;2020-03-27;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-03-27;;Medina;Yanbu;0
Daily;Cases;2020-03-27;;Eastern Region;Qatif;10
Daily;Cases;2020-03-27;;Hail;Al Shamly;0
Daily;Cases;2020-03-27;;Medina;Medina;19
Daily;Cases;2020-03-27;;Jazan;Samtah;0
Daily;Cases;2020-03-27;;Total;Total;92
Daily;Cases;2020-03-27;;Eastern Region;Bqeeq;0
Daily;Cases;2020-03-27;;Najran;Najran;0
Daily;Cases;2020-03-27;;Mecca;Taif;0
Daily;Cases;2020-03-27;;Hail;Ha'il;0
Daily;Cases;2020-03-27;;Tabuk;Tabuk;0
Daily;Cases;2020-03-27;;Asir;Muhayil Aseer;0
Daily;Cases;2020-03-27;;Jazan;Al Tuwal;0
Daily;Cases;2020-03-27;;Jazan;Jazan;0
Daily;Cases;2020-03-27;;Asir;Thurayban;0
Daily;Cases;2020-03-27;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-03-27;;Jazan;Baish;0
Daily;Cases;2020-03-27;;Tabuk;Duba;0
Daily;Cases;2020-03-28;;Riyadh;Al Majmaah;0
Daily;Cases;2020-03-28;;Al Jouf;Tabarjal;0
Daily;Cases;2020-03-28;;Mecca;Turbah;0
Daily;Cases;2020-03-28;;Riyadh;Riyadh;41
Daily;Cases;2020-03-28;;Al Bahah;Al Bahah;0
Daily;Cases;2020-03-28;;Mecca;Alhadda;0
Daily;Cases;2020-03-28;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-28;;Mecca;Jeddah;18
Daily;Cases;2020-03-28;;Mecca;Al Qunfudhah;0
Daily;Cases;2020-03-28;;Hail;Ha'il;0
Daily;Cases;2020-03-28;;Asir;Muhayil Aseer;0
Daily;Cases;2020-03-28;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-03-28;;Medina;Al Ais;0
Daily;Cases;2020-03-28;;Eastern Region;Saihat;1
Daily;Cases;2020-03-28;;Al Bahah;Baljurashi;0
Daily;Cases;2020-03-28;;Mecca;Al Khurma;0
Daily;Cases;2020-03-28;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-03-28;;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-28;;Qassim;Al Badayea;0
Daily;Cases;2020-03-28;;Mecca;Bani Malek;0
Daily;Cases;2020-03-28;;Asir;Al Madda;0
Daily;Cases;2020-03-29;Jeddah lockdown;Asir;Sabt Al Alayah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Al Majmaah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Qassim;Buraydah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Sajer;0
Daily;Cases;2020-03-29;Jeddah lockdown;Hail;Al Shamly;0
Daily;Cases;2020-03-29;Jeddah lockdown;Eastern Region;Jubail;0
Daily;Cases;2020-03-29;Jeddah lockdown;Jazan;Samtah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Al Duwadimi;0
Daily;Cases;2020-03-29;Jeddah lockdown;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Diriyah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Eastern Region;Al Jafr;0
Daily;Cases;2020-03-29;Jeddah lockdown;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-29;Jeddah lockdown;Asir;Khamis Mushait;1
Daily;Cases;2020-03-29;Jeddah lockdown;Asir;Bisha;0
Daily;Cases;2020-03-29;Jeddah lockdown;Eastern Region;Khobar;4
Daily;Cases;2020-03-29;Jeddah lockdown;Tabuk;Tabuk;1
Daily;Cases;2020-03-29;Jeddah lockdown;Jazan;Al Tuwal;0
Daily;Cases;2020-03-29;Jeddah lockdown;Al Bahah;Al Aqiq;0
Daily;Cases;2020-03-29;Jeddah lockdown;Medina;Al Ais;0
Daily;Cases;2020-03-29;Jeddah lockdown;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Northern Borders;Rafha;0
Daily;Cases;2020-03-29;Jeddah lockdown;Qassim;Al Badayea;0
Daily;Cases;2020-03-29;Jeddah lockdown;Eastern Region;Dahran;2
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Rabigh;0
Daily;Cases;2020-03-30;Makkah lockdown;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-03-30;Makkah lockdown;Medina;Yanbu;1
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Mecca;40
Daily;Cases;2020-03-30;Makkah lockdown;Riyadh;Howtat Sudair;0
Daily;Cases;2020-03-30;Makkah lockdown;Asir;Khamis Mushait;1
Daily;Cases;2020-03-30;Makkah lockdown;Total;Total;154
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Bqeeq;0
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Khobar;6
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Taif;2
Daily;Cases;2020-03-30;Makkah lockdown;Medina;Al Ais;0
Daily;Cases;2020-03-30;Makkah lockdown;Tabuk;Al Wajh;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Ras Tanura;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Bani Malek;0
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Khafji;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Khulais;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Al Muwayh;0
Daily;Cases;2020-03-31;;Eastern Region;Hufof;2
Daily;Cases;2020-03-31;;Eastern Region;Dammam;3
Daily;Cases;2020-03-31;;Mecca;Umm Aldoom;0
Daily;Cases;2020-03-31;;Asir;Khamis Mushait;1
Daily;Cases;2020-03-31;;Asir;Bisha;0
Daily;Cases;2020-03-31;;Mecca;Bani Malek;0
Daily;Cases;2020-03-31;;Eastern Region;Dahran;2
Daily;Cases;2020-03-31;;Tabuk;Duba;0
Daily;Cases;2020-04-01;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-04-01;;Mecca;Turbah;0
Daily;Cases;2020-04-01;;Riyadh;Howtat Bani Tamim;0
Daily;Cases;2020-04-01;;Al Bahah;Al Makhwa;0
Daily;Cases;2020-04-01;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-04-01;;Medina;Al Ula;0
Daily;Cases;2020-04-01;;Qassim;Al Mithnab;0
Daily;Cases;2020-04-01;;Hail;Al Shamly;0
Daily;Cases;2020-04-01;;Mecca;Umm Aldoom;0
Daily;Cases;2020-04-01;;Riyadh;Kharj;0
Daily;Cases;2020-04-01;;Eastern Region;Al Jafr;0
Daily;Cases;2020-04-01;;Asir;Bisha;0
Daily;Cases;2020-04-01;;Mecca;Al Qunfudhah;0
Daily;Cases;2020-04-01;;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-01;;Najran;Najran;0
Daily;Cases;2020-04-01;;Mecca;Taif;2
Daily;Cases;2020-04-01;;Mecca;Alqarei;0
Daily;Cases;2020-04-01;;Jazan;Jazan;0
Daily;Cases;2020-04-01;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-04-01;;Tabuk;Qurayyat;0
Daily;Cases;2020-04-01;;Mecca;Al Lith;0
Daily;Cases;2020-04-01;;Eastern Region;Ras Tanura;0
Daily;Cases;2020-04-01;;Eastern Region;Khafji;0
Daily;Cases;2020-04-01;;Asir;Al Majarda;0
Daily;Cases;2020-04-01;;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-01;;Mecca;Al Muwayh;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Sabt Al Alayah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Rabigh;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Medina;Yanbu;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Riyadh;Riyadh;7
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Qatif;5
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Mecca;48
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Abha;2
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Dammam;4
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Medina;Medina;46
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Jubail;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Riyadh;Al Duwadimi;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Al Qunfudhah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Khobar;1
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Taif;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Tabuk;Tabuk;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Al Tuwal;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Ahad Rafidah;1
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Al Madda;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Aridah;0
Daily;Cases;2020-04-03;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-04-03;;Mecca;Turbah;0
Daily;Cases;2020-04-03;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-04-03;;Al Bahah;Al Makhwa;0
Daily;Cases;2020-04-03;;Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-04-03;;Al Bahah;Al Bahah;0
Daily;Cases;2020-04-03;;Qassim;Al Bukayriyah;0
Daily;Cases;2020-04-03;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-04-03;;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-04-03;;Asir;Khamis Mushait;1
Daily;Cases;2020-04-03;;Asir;Bisha;0
Daily;Cases;2020-04-03;;Mecca;Al Qunfudhah;0
Daily;Cases;2020-04-03;;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-03;;Mecca;Maisan;0
Daily;Cases;2020-04-03;;Eastern Region;Khobar;3
Daily;Cases;2020-04-03;;Tabuk;Qurayyat;0
Daily;Cases;2020-04-03;;Northern Borders;Rafha;0
Daily;Cases;2020-04-03;;Eastern Region;Khafji;2
Daily;Cases;2020-04-03;;Asir;Al Madda;0
Daily;Cases;2020-04-03;;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Riyadh;Al Majmaah;1
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Medina;Yanbu;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Hufof;15
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Turbah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Qassim;Buraydah;1
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Riyadh;Muzahmiya;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Medina;Al Ula;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Dammam;2
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Jubail;1
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Alhadda;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Maisan;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Najran;Najran;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Tabuk;Tabuk;5
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Asir;Muhayil Aseer;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Alqarei;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Jazan;Jazan;1
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Al Khurma;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Tabuk;Qurayyat;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Jazan;Baish;0
Daily;Cases;2020-04-05;;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-05;;Mecca;Turbah;0
Daily;Cases;2020-04-05;;Qassim;Buraydah;0
Daily;Cases;2020-04-05;;Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-04-05;;Riyadh;Riyadh;36
Daily;Cases;2020-04-05;;Al Bahah;Al Bahah;1
Daily;Cases;2020-04-05;;Qassim;Al Mithnab;0
Daily;Cases;2020-04-05;;Mecca;Hadda;0
Daily;Cases;2020-04-05;;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-04-05;;Riyadh;Diriyah;1
Daily;Cases;2020-04-05;;Eastern Region;Khobar;4
Daily;Cases;2020-04-05;;Mecca;Taif;4
Daily;Cases;2020-04-05;;Jazan;Sabya;0
Daily;Cases;2020-04-05;;Asir;Muhayil Aseer;0
Daily;Cases;2020-04-05;;Eastern Region;Saihat;0
Daily;Cases;2020-04-05;;Northern Borders;Rafha;0
Daily;Cases;2020-04-05;;Mecca;Al Lith;0
Daily;Cases;2020-04-05;;Eastern Region;Ras Tanura;1
Daily;Cases;2020-04-05;;Mecca;Al Muwayh;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Rabigh;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Al Jouf;Tabarjal;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Eastern Region;Hufof;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Al Bahah;Al Makhwa;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Al Bahah;Al Bahah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Mecca;35
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Asir;Abha;6
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Riyadh;Kharj;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Riyadh;Al Duwadimi;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Eastern Region;Al Jafr;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Asir;Khamis Mushait;8
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Jazan;Abu Arish;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Taif;1
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Al Muzaylif;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Al Lith;0
Daily;Cases;2020-04-07;;Al Jouf;Tabarjal;0
Daily;Cases;2020-04-07;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-04-07;;Al Bahah;Al Bahah;0
Daily;Cases;2020-04-07;;Al Jouf;Sakakah;0
Daily;Cases;2020-04-07;;Medina;Medina;79
Daily;Cases;2020-04-07;;Jazan;Samtah;2
Daily;Cases;2020-04-07;;Mecca;Hadda;0
Daily;Cases;2020-04-07;;Asir;Khamis Mushait;5
Daily;Cases;2020-04-07;;Total;Total;327
Daily;Cases;2020-04-07;;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-07;;Al Bahah;Al Aqiq;0
Daily;Cases;2020-04-07;;Mecca;Al Khurma;0
Daily;Cases;2020-04-07;;Tabuk;Qurayyat;0
Daily;Cases;2020-04-07;;Eastern Region;Ras Tanura;2
Daily;Cases;2020-04-07;;Eastern Region;Dahran;0
Daily;Cases;2020-04-07;;Asir;Al Madda;0
Daily;Cases;2020-04-08;;Eastern Region;Hufof;2
Daily;Cases;2020-04-08;;Mecca;Adham;0
Daily;Cases;2020-04-08;;Najran;Sharorah;0
Daily;Cases;2020-04-08;;Riyadh;Riyadh;83
Daily;Cases;2020-04-08;;Qassim;Al Bukayriyah;0
Daily;Cases;2020-04-08;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-04-08;;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-04-08;;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-08;;Mecca;Maisan;0
Daily;Cases;2020-04-08;;Eastern Region;Khobar;0
Daily;Cases;2020-04-08;;Asir;Muhayil Aseer;0
Daily;Cases;2020-04-08;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-04-08;;Mecca;Alqarei;0
Daily;Cases;2020-04-08;;Jazan;Jazan;0
Daily;Cases;2020-04-08;;Tabuk;Al Wajh;0
Daily;Cases;2020-04-08;;Northern Borders;Rafha;0
Daily;Cases;2020-04-09;;Asir;Sabt Al Alayah;0
Daily;Cases;2020-04-09;;Al Jouf;Tabarjal;0
Daily;Cases;2020-04-09;;Mecca;Turbah;0
Daily;Cases;2020-04-09;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-04-09;;Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-04-09;;Eastern Region;Dammam;6
Daily;Cases;2020-04-09;;Qassim;Al Mithnab;0
Daily;Cases;2020-04-09;;Eastern Region;Nairyah;0
Daily;Cases;2020-04-09;;Jazan;Samtah;0
Daily;Cases;2020-04-09;;Qassim;Al Hanakia;1
Daily;Cases;2020-04-09;;Asir;Bisha;0
Daily;Cases;2020-04-09;;Asir;Muhayil Aseer;0
Daily;Cases;2020-04-09;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-04-09;;Qassim;Al Badayea;0
Daily;Cases;2020-04-09;;Eastern Region;Ras Tanura;1
Daily;Cases;2020-04-09;;Mecca;Bani Malek;0
Daily;Cases;2020-04-09;;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-10;;Asir;Sabt Al Alayah;3
Daily;Cases;2020-04-10;;Riyadh;Al Majmaah;0
Daily;Cases;2020-04-10;;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-10;;Al Bahah;Al Bahah;0
Daily;Cases;2020-04-10;;Medina;Al Ula;0
Daily;Cases;2020-04-10;;Eastern Region;Dammam;15
Daily;Cases;2020-04-10;;Qassim;Al Mithnab;0
Daily;Cases;2020-04-10;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-04-10;;Eastern Region;Nairyah;0
Daily;Cases;2020-04-10;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-04-10;;Mecca;Taif;1
Daily;Cases;2020-04-10;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-04-10;;Jazan;Al Tuwal;0
Daily;Cases;2020-04-10;;Qassim;Al Badayea;0
Daily;Cases;2020-04-10;;Eastern Region;Ras Tanura;0
Daily;Cases;2020-04-10;;Asir;Al Majarda;0
Daily;Cases;2020-04-11;;Riyadh;Al Majmaah;0
Daily;Cases;2020-04-11;;Al Jouf;Tabarjal;0
Daily;Cases;2020-04-11;;Medina;Yanbu;7
Daily;Cases;2020-04-11;;Mecca;Mecca;103
Daily;Cases;2020-04-11;;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-04-11;;Eastern Region;Al Jafr;0
Daily;Cases;2020-04-11;;Total;Total;429
Daily;Cases;2020-04-11;;Najran;Najran;0
Daily;Cases;2020-04-11;;Eastern Region;Khobar;0
Daily;Cases;2020-04-11;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-04-11;;Asir;Ahad Rafidah;0
Daily;Cases;2020-04-11;;Mecca;Al Lith;0
Daily;Cases;2020-04-11;;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-11;;Jazan;Aridah;0
Daily;Cases;2020-04-12;;Mecca;Turbah;0
Daily;Cases;2020-04-12;;Qassim;Buraydah;2
Daily;Cases;2020-04-12;;Qassim;Unayzah;0
Daily;Cases;2020-04-12;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-04-12;;Riyadh;Muzahmiya;0
Daily;Cases;2020-04-12;;Riyadh;Sajer;0
Daily;Cases;2020-04-12;;Qassim;Al Bukayriyah;0
Daily;Cases;2020-04-12;;Mecca;Maisan;0
Daily;Cases;2020-04-12;;Najran;Najran;1
Daily;Cases;2020-04-12;;Eastern Region;Khobar;0
Daily;Cases;2020-04-12;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-04-12;;Jazan;Al Tuwal;0
Daily;Cases;2020-04-12;;Mecca;Alqarei;0
Daily;Cases;2020-04-12;;Eastern Region;Saihat;0
Daily;Cases;2020-04-12;;Jazan;Baish;0
Daily;Cases;2020-04-12;;Mecca;Al Muzaylif;0
Daily;Cases;2020-04-12;;Eastern Region;Ras Tanura;0
Daily;Cases;2020-04-12;;Eastern Region;Khafji;0
Daily;Cases;2020-04-12;;Asir;Al Majarda;0
Daily;Cases;2020-04-12;;Mecca;Khulais;8
Daily;Cases;2020-04-13;;Mecca;Rabigh;0
Daily;Cases;2020-04-13;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-04-13;;Eastern Region;Qatif;0
Daily;Cases;2020-04-13;;Al Bahah;Al Bahah;1
